,V1
SNX6P1,-0.01
AC011503.2,-0.01
SLC7A9,-0.01
LRP3,-0.01
CEBPG,-0.01
AD000671.3,-0.01
RPL31P61,-0.01
FCGBP,-0.01
CYP2B7P,-0.01
CYP2A13,-0.01
AC006213.6,-0.01
PPP1R13L,-0.01
FOSB,-0.01
PRKD2,-0.01
CRX,-0.01
GRIN2D,-0.01
SULT2B1,-0.01
FGF21,-0.01
LHB,-0.01
CGB3,-0.01
PTOV1.AS1,-0.01
AC010624.5,-0.01
SYT3,-0.01
LAIR1,-0.01
EDDM13,-0.01
AC010326.3,-0.01
PCDH11Y,-0.01
AP000547.3,-0.01
KRT18P5,-0.01
SERPIND1,-0.01
DDTL,-0.01
GGT5,-0.01
AP000357.1,-0.01
YES1P1,-0.01
MIAT,-0.01
AL096701.3,-0.01
Z82196.2,-0.01
ISX,-0.01
PDGFB,-0.01
SREBF2.AS1,-0.01
TTLL12,-0.01
Z95331.1,-0.01
AL117329.1,-0.01
ARSA,-0.01
AC002056.1,-0.01
CU634019.6,-0.01
LINC01549,-0.01
AP000432.1,-0.01
LINC01695,-0.01
BTF3P6,-0.01
AP000695.2,-0.01
PSMD4P1,-0.01
MRPL20P1,-0.01
DYRK1A,-0.01
AF064858.1,-0.01
AF064860.2,-0.01
BX322562.1,-0.01
AC096631.2,-0.01
C6orf15,-0.01
AC020765.4,-0.01
RPS5P3,-0.01
AL645608.7,-0.01
AL645608.3,-0.01
AL691432.1,-0.01
AL031282.2,-0.01
SKI,-0.01
RPL7P11,-0.01
SPATA21,-0.01
AKR7L,-0.01
EIF4G3,-0.01
ARID1A,-0.01
SERINC2,-0.01
LINC01226,-0.01
FAM167B,-0.01
HIVEP3,-0.01
FOXJ3,-0.01
SLC2A1,-0.01
AL593856.1,-0.01
LRP8,-0.01
AC119674.1,-0.01
RPL21P23,-0.01
DAB1,-0.01
RN7SL180P,-0.01
RN7SL130P,-0.01
SGIP1,-0.01
ST13P20,-0.01
AL450063.1,-0.01
AL359762.3,-0.01
PTGES3P1,-0.01
LRRC8B,-0.01
ARHGAP29,-0.01
SLC44A3,-0.01
PLPPR5,-0.01
PIP5K1A,-0.01
AL161636.2,-0.01
S100A5,-0.01
TPM3,-0.01
RHBG,-0.01
NES,-0.01
HDGF,-0.01
AL157713.1,-0.01
ETV3L,-0.01
FCGR3A,-0.01
RPS23P9,-0.01
UHMK1,-0.01
RXRG,-0.01
AL451050.1,-0.01
RGL1,-0.01
AL713852.1,-0.01
FDPSP1,-0.01
AL358473.1,-0.01
PCAT6,-0.01
PFKFB2,-0.01
CD34,-0.01
PLXNA2,-0.01
TRAF3IP3,-0.01
LPGAT1,-0.01
MIXL1,-0.01
KCNK1,-0.01
GPR137B,-0.01
AL356512.1,-0.01
MIR3681HG,-0.01
TRMT112P6,-0.01
KCNK3,-0.01
LINC01460,-0.01
SPDYA,-0.01
WDR43,-0.01
RASGRP3,-0.01
HNRNPLL,-0.01
MORN2,-0.01
AC010883.3,-0.01
PPM1B,-0.01
SLC3A1,-0.01
EPCAM,-0.01
SERTAD2,-0.01
SLC1A4,-0.01
APLF,-0.01
AC019206.1,-0.01
ALMS1.IT1,-0.01
REEP1,-0.01
ACTR3,-0.01
GPR39,-0.01
AC009480.1,-0.01
AC061961.1,-0.01
AC092153.1,-0.01
SCN7A,-0.01
FASTKD1,-0.01
NFE2L2,-0.01
STAT4,-0.01
HECW2.AS1,-0.01
KIAA2012,-0.01
PSMB3P2,-0.01
DNAJB2,-0.01
AC114803.1,-0.01
COL4A4,-0.01
SAG,-0.01
GBX2,-0.01
GPC1,-0.01
AC110619.1,-0.01
HINT2P1,-0.01
DAZL,-0.01
CDYLP1,-0.01
RARB,-0.01
STAC,-0.01
ACKR2,-0.01
ALS2CL,-0.01
NCKIPSD,-0.01
HESX1,-0.01
PSMD6.AS2,-0.01
TAFA1,-0.01
PROK2,-0.01
EPHA3,-0.01
C3orf52,-0.01
USF3,-0.01
ZBTB20,-0.01
AC068633.1,-0.01
RPL7AP11,-0.01
AC016924.1,-0.01
AC130888.1,-0.01
ATR,-0.01
AC011592.1,-0.01
PQLC2L,-0.01
AC078795.1,-0.01
RNA5SP151,-0.01
YEATS2,-0.01
RPSAP31,-0.01
RNU6.1109P,-0.01
AC024560.5,-0.01
CPZ,-0.01
DCAF16,-0.01
LCORL,-0.01
ARAP2,-0.01
AC108022.1,-0.01
UGDH,-0.01
AC098591.2,-0.01
CHRNA9,-0.01
DCUN1D4,-0.01
AC124017.1,-0.01
CDS1,-0.01
WDFY3,-0.01
CCSER1,-0.01
AC096746.1,-0.01
MANBA,-0.01
SGMS2,-0.01
MAD2L1,-0.01
AC093772.1,-0.01
INTU,-0.01
SLC7A11.AS1,-0.01
PPP1R14BP3,-0.01
RAB33B,-0.01
AC112236.2,-0.01
AC113155.1,-0.01
FAM198B.AS1,-0.01
AC080188.2,-0.01
AC093849.2,-0.01
CCDC110,-0.01
AC021087.1,-0.01
SLC6A19,-0.01
DNAH5,-0.01
RPS26P28,-0.01
AC026785.2,-0.01
MSNP1,-0.01
FBXO4,-0.01
AC010478.1,-0.01
MTREX,-0.01
DEPDC1B,-0.01
MAST4,-0.01
HEXB,-0.01
AC113404.1,-0.01
AC113383.1,-0.01
TMEM161B.AS1,-0.01
APC,-0.01
SNCAIP,-0.01
BOLA3P3,-0.01
MEGF10,-0.01
SAR1B,-0.01
ANKHD1,-0.01
AC132803.1,-0.01
AC091959.2,-0.01
STK32A,-0.01
RPL7P20,-0.01
TENM2,-0.01
CPLX2,-0.01
AC104117.2,-0.01
CDYL,-0.01
ELOVL2,-0.01
ERVFRD.1,-0.01
AL008729.2,-0.01
CDKAL1,-0.01
BTN3A1,-0.01
AL009179.2,-0.01
ZFP57,-0.01
RANP1,-0.01
APOM,-0.01
CLIC1,-0.01
AGPAT1,-0.01
SCUBE3,-0.01
ARMC12,-0.01
TRERF1,-0.01
PPP2R5D,-0.01
CUL7,-0.01
SLC29A1,-0.01
ACTG1P9,-0.01
ADGRF4,-0.01
AC244258.1,-0.01
AL355612.1,-0.01
AL359715.1,-0.01
RTN4IP1,-0.01
FOXO3,-0.01
RPSAP43,-0.01
DSE,-0.01
CLVS2,-0.01
EYA4,-0.01
PDE7B,-0.01
AL035446.1,-0.01
HYMAI,-0.01
TAB2,-0.01
TULP4,-0.01
MIOS,-0.01
HOTTIP,-0.01
ADCYAP1R1,-0.01
AC018648.1,-0.01
BMPER,-0.01
ELMO1,-0.01
ZNF680,-0.01
SRRM3,-0.01
PCLO,-0.01
AC003991.1,-0.01
AC096775.1,-0.01
EPO,-0.01
TRIM56,-0.01
COL26A1,-0.01
AC091390.3,-0.01
RELN,-0.01
RINT1,-0.01
AC002463.1,-0.01
AC006364.1,-0.01
WNT16,-0.01
AC003975.1,-0.01
AC016831.1,-0.01
KEL,-0.01
WWC3.AS1,-0.01
EGFL6,-0.01
RAB9A,-0.01
ACE2,-0.01
AC073909.1,-0.01
PCYT1B,-0.01
TOMM20P4,-0.01
RPS7P14,-0.01
TERF1P4,-0.01
DIAPH2.AS1,-0.01
RPL21P132,-0.01
GLRA4,-0.01
SSU72P1,-0.01
RPL36P18,-0.01
SETP8,-0.01
KLHL13,-0.01
MTCO1P53,-0.01
LINC00629,-0.01
ARHGEF6,-0.01
AL035443.1,-0.01
FMR1.IT1,-0.01
AC083964.2,-0.01
FGF20,-0.01
MTUS1,-0.01
INTS10,-0.01
PHYHIP,-0.01
TNFRSF10A,-0.01
AF106564.1,-0.01
TRIM35,-0.01
AC130304.1,-0.01
AC104393.1,-0.01
POLB,-0.01
ALKAL1,-0.01
AC087359.1,-0.01
AC022893.1,-0.01
RDH10,-0.01
CHMP4C,-0.01
MMP16,-0.01
MATN2,-0.01
AP003469.4,-0.01
AC012213.4,-0.01
ASAP1,-0.01
LY6K,-0.01
AL354941.1,-0.01
RPL4P5,-0.01
MPDZ,-0.01
TTC39B,-0.01
TRPM3,-0.01
CARNMT1,-0.01
HNRNPK,-0.01
AL772337.3,-0.01
GADD45G,-0.01
BX470209.1,-0.01
DIRAS2,-0.01
PTMAP12,-0.01
AL512590.3,-0.01
ERP44,-0.01
AL138756.1,-0.01
TMEM268,-0.01
PTGS1,-0.01
PPP6C,-0.01
AL161908.1,-0.01
AL445222.1,-0.01
ST6GALNAC4,-0.01
AL161785.3,-0.01
LINC02247,-0.01
LCN1,-0.01
NALT1,-0.01
ABCA2,-0.01
ENTPD2,-0.01
TUBB4B,-0.01
EXD3,-0.01
NSMF,-0.01
OR7E12P,-0.01
OR52A1,-0.01
SYT9,-0.01
MICAL2,-0.01
AC013549.1,-0.01
AC087379.2,-0.01
AC087379.1,-0.01
USH1C,-0.01
OOSP4B,-0.01
STX5,-0.01
TIGD3,-0.01
EIF1AD,-0.01
GAL3ST3,-0.01
AP007216.2,-0.01
ANO1,-0.01
AP000593.4,-0.01
AP002761.4,-0.01
AP001972.1,-0.01
PAK1,-0.01
AP002967.1,-0.01
AP003066.1,-0.01
SMARCE1P1,-0.01
C11orf87,-0.01
AP000462.3,-0.01
APOA4,-0.01
UPK2,-0.01
AP003396.1,-0.01
POU2F3,-0.01
RF00100.5,-0.01
SENCR,-0.01
JCAD,-0.01
PARD3,-0.01
ARL6IP1P2,-0.01
AL137026.1,-0.01
CEP164P1,-0.01
RPS19P7,-0.01
MSMB,-0.01
BMS1P2,-0.01
AC073174.1,-0.01
PHYHIPL,-0.01
AC016542.2,-0.01
ATP5MC1P8,-0.01
AC010163.1,-0.01
TMEM254.AS1,-0.01
AC067750.1,-0.01
PYROXD2,-0.01
AL391121.1,-0.01
STN1,-0.01
SLK,-0.01
ENO4,-0.01
RPL19P16,-0.01
FAM24B,-0.01
AC004765.1,-0.01
AC005841.1,-0.01
MIR200CHG,-0.01
DPPA3,-0.01
OLR1,-0.01
ETV6,-0.01
HEBP1,-0.01
AC007527.1,-0.01
SUPT16HP1,-0.01
SOX5,-0.01
SSPN,-0.01
AC079684.1,-0.01
AC025031.4,-0.01
ANKRD33,-0.01
TNS2,-0.01
PCBP2.OT1,-0.01
PDE1B,-0.01
RNF41,-0.01
B4GALNT1,-0.01
AC026124.1,-0.01
RPL10P12,-0.01
AC025423.4,-0.01
BEST3,-0.01
AC233290.2,-0.01
CSRP2,-0.01
AC027288.3,-0.01
ACSS3,-0.01
SLC6A15,-0.01
AC079598.3,-0.01
IKBIP,-0.01
RIC8B,-0.01
SETP7,-0.01
BTBD11,-0.01
FAM222A,-0.01
AC004024.1,-0.01
IQCD,-0.01
SDSL,-0.01
AC130895.1,-0.01
RPL17P37,-0.01
CCDC60,-0.01
AC027290.2,-0.01
AC055713.1,-0.01
AC093028.1,-0.01
FTH1P7,-0.01
AL359538.4,-0.01
CDK8,-0.01
UBL3,-0.01
ALOX5AP,-0.01
PDS5B,-0.01
SOHLH2,-0.01
PCNPP5,-0.01
RPS4XP16,-0.01
DIAPH3.AS1,-0.01
DACH1,-0.01
GPC5,-0.01
SOX21.AS1,-0.01
AL355338.2,-0.01
AL442125.1,-0.01
TEP1,-0.01
AC244502.1,-0.01
AL161665.1,-0.01
STYX,-0.01
HMGB1P14,-0.01
LINC01500,-0.01
RHOJ,-0.01
AL136038.5,-0.01
AC005225.2,-0.01
EIF2B2,-0.01
SEL1L,-0.01
AL121612.2,-0.01
LINC01550,-0.01
TRAF3,-0.01
AKT1,-0.01
CYFIP1,-0.01
AC242376.2,-0.01
AC025678.3,-0.01
EIF2AK4,-0.01
ALDH1A2,-0.01
AC090515.3,-0.01
AC007950.2,-0.01
RF00017.117,-0.01
ACSBG1,-0.01
AC011270.2,-0.01
MINAR1,-0.01
FAH,-0.01
AC084855.2,-0.01
HBA1,-0.01
AC120498.9,-0.01
AL031009.1,-0.01
TIGD7,-0.01
AC022167.2,-0.01
MIR193BHG,-0.01
AC092338.4,-0.01
HS3ST2,-0.01
AC138904.3,-0.01
AC138904.1,-0.01
AC009133.3,-0.01
ZNF843,-0.01
VPS35P1,-0.01
AC007599.2,-0.01
TPPP3,-0.01
AC020978.7,-0.01
COG8,-0.01
AC046158.1,-0.01
OSGIN1,-0.01
AC133539.1,-0.01
AC090617.3,-0.01
AC118754.1,-0.01
LINC00324,-0.01
AC005838.2,-0.01
AC093484.3,-0.01
TRPV2,-0.01
DRG2,-0.01
FAM83G,-0.01
GRAP,-0.01
WSB1,-0.01
AC069366.2,-0.01
SEZ6,-0.01
RPL35AP35,-0.01
AC011840.1,-0.01
AC130324.1,-0.01
ZNF207,-0.01
GSDMB,-0.01
FKBP10,-0.01
AC015674.1,-0.01
AC091180.3,-0.01
ANKRD40,-0.01
NME2,-0.01
PPM1E,-0.01
APPBP2,-0.01
TBX2.AS1,-0.01
TBX4,-0.01
CSHL1,-0.01
AC015920.1,-0.01
KCNJ2,-0.01
SOX9.AS1,-0.01
AC087289.1,-0.01
TBC1D16,-0.01
TEPSIN,-0.01
AP001178.3,-0.01
AP001020.1,-0.01
AP002449.1,-0.01
RF00045.2,-0.01
LINC01900,-0.01
AC090772.3,-0.01
IMPACT,-0.01
AQP4.AS1,-0.01
PCAT18,-0.01
AC018371.2,-0.01
MAPRE2,-0.01
LINC00907,-0.01
MYO5B,-0.01
RPS8P3,-0.01
AC105094.2,-0.01
ACTBP9,-0.01
SOCS6,-0.01
AC139100.2,-0.01
SRXN1,-0.01
EIF4EP1,-0.01
AL121723.1,-0.01
COX4I2,-0.01
AL049539.1,-0.01
MAFB,-0.01
PIGT,-0.01
ZSWIM1,-0.01
RPL13P2,-0.01
ZNFX1,-0.01
CYP24A1,-0.01
APCDD1L.DT,-0.01
GNAS.AS1,-0.01
SLC17A9,-0.01
TMIGD2,-0.01
HSD11B1L,-0.01
ZNF426,-0.01
OLFM2,-0.01
P2RY11,-0.01
SLC1A6,-0.01
NOTCH3,-0.01
AC005785.1,-0.01
HSH2D,-0.01
CERS1,-0.01
TSSK6,-0.01
ZNF99,-0.01
ZNF91,-0.01
AC006504.1,-0.01
ZNF792,-0.01
SBSN,-0.01
SIPA1L3,-0.01
AC011455.6,-0.01
POU2F2,-0.01
MEGF8,-0.01
IGSF23,-0.01
RELB,-0.01
RPS16P9,-0.01
AC073548.2,-0.01
SULT2A1,-0.01
FTL,-0.01
AC010524.1,-0.01
IZUMO2,-0.01
ERVV.2,-0.01
LILRB3,-0.01
TMEM190,-0.01
AC004076.2,-0.01
TPTEP1,-0.01
RTL10,-0.01
AC245452.1,-0.01
UPB1,-0.01
GRK3,-0.01
LINC01638,-0.01
SMTN,-0.01
Z82217.1,-0.01
SLC25A5P1,-0.01
AL031595.3,-0.01
NUP50.DT,-0.01
PLXNB2,-0.01
JAM2,-0.01
ADAMTS1,-0.01
PAXBP1.AS1,-0.01
RCAN1,-0.01
DSCR8,-0.01
ZBTB21,-0.01
FTCD,-0.01
CYCSP11,-0.01
AC109925.1,-0.01
AF038458.1,-0.01
MMP23A,-0.01
AL139424.3,-0.01
NPPA,-0.01
PLA2G2A,-0.01
KIF17,-0.01
LDLRAD2,-0.01
EYA3,-0.01
PHACTR4,-0.01
GMEB1,-0.01
TMEM200B,-0.01
HCRTR1,-0.01
ADGRB2,-0.01
TIE1,-0.01
FYB2,-0.01
AL357373.1,-0.01
SLC35D1,-0.01
DEPDC1,-0.01
GNG5,-0.01
LRRC8C,-0.01
LRRC8D,-0.01
TGFBR3,-0.01
AC114485.1,-0.01
CLCC1,-0.01
AL357055.3,-0.01
MAGI3,-0.01
AC245595.1,-0.01
GJA5,-0.01
LINC01138,-0.01
UBAP2L,-0.01
EFNA3,-0.01
KHDC4,-0.01
NTRK1,-0.01
ANKRD45,-0.01
Z99127.3,-0.01
NPL,-0.01
AL137800.1,-0.01
AL078645.1,-0.01
LHX9,-0.01
ZNF281,-0.01
RPL34P6,-0.01
PLEKHA6,-0.01
CNTN2,-0.01
RBBP5,-0.01
SNRPGP10,-0.01
CR1L,-0.01
AC092810.3,-0.01
ESRRG,-0.01
RRP15,-0.01
TGFB2,-0.01
SUSD4,-0.01
HMGB1P26,-0.01
ACTN2,-0.01
RYR2,-0.01
AL358176.3,-0.01
ODC1.DT,-0.01
ROCK2,-0.01
MATN3,-0.01
RAB10,-0.01
TRIM54,-0.01
LINC01819,-0.01
PRKCE,-0.01
KIAA1841,-0.01
PELI1,-0.01
TET3,-0.01
MOB1A,-0.01
AUP1,-0.01
TRABD2A,-0.01
LINC01943,-0.01
CHST10,-0.01
IL1RL1,-0.01
AC010884.1,-0.01
LINC01106,-0.01
RPS14P4,-0.01
PTPN4,-0.01
AC007394.1,-0.01
FAM133DP,-0.01
SSB,-0.01
HOXD10,-0.01
SCHLAP1,-0.01
ITGAV,-0.01
AC092638.2,-0.01
PGAP1,-0.01
ICA1L,-0.01
RPL12P17,-0.01
AC007038.1,-0.01
RPL10P6,-0.01
CFAP65,-0.01
TMEM198,-0.01
CUL3,-0.01
AC097713.2,-0.01
MAB21L4,-0.01
AC018816.1,-0.01
CAMK1,-0.01
CYCSP10,-0.01
TMEM40,-0.01
PLCL2,-0.01
LINC02084,-0.01
PDCD6IP,-0.01
CTDSPL,-0.01
ZNF662,-0.01
ANO10,-0.01
UBA7,-0.01
Z84492.1,-0.01
RF00019.148,-0.01
NECTIN3,-0.01
NAP1L1P3,-0.01
HCLS1,-0.01
AC092902.4,-0.01
KIAA1257,-0.01
PPP2R3A,-0.01
FOXL2NB,-0.01
HLTF,-0.01
SLC7A14.AS1,-0.01
EIF5A2,-0.01
TTC14,-0.01
ATP11B,-0.01
EPHB3,-0.01
AC139887.4,-0.01
FAM193A,-0.01
CPEB2,-0.01
LINC02473,-0.01
KLF3,-0.01
DCAF4L1,-0.01
FIP1L1,-0.01
PF4,-0.01
ODAPH,-0.01
SLC39A8,-0.01
GSTCD,-0.01
LEF1,-0.01
AC017007.3,-0.01
SYNPO2,-0.01
LINC01091,-0.01
ARHGAP10,-0.01
ANXA2P1,-0.01
FGA,-0.01
TMEM144,-0.01
SPOCK3,-0.01
SCRG1,-0.01
FAM149A,-0.01
SLC9A3.AS1,-0.01
CDH12,-0.01
TARS,-0.01
IL7R,-0.01
EGFLAM.AS4,-0.01
AC008817.1,-0.01
SERF1B,-0.01
FCHO2,-0.01
TENT2,-0.01
AC114971.1,-0.01
NPM1P27,-0.01
ERAP1,-0.01
AC091987.1,-0.01
CHSY3,-0.01
AC109454.3,-0.01
C5orf66,-0.01
PCDHB5,-0.01
NDFIP1,-0.01
FBXW11,-0.01
HIGD1AP3,-0.01
BRCC3P1,-0.01
UNC5A,-0.01
GMDS.DT,-0.01
RREB1,-0.01
RNA5SP203,-0.01
SOX4,-0.01
HIST1H4F,-0.01
RPL7AP7,-0.01
LY6G5B,-0.01
HSPA1B,-0.01
PSMB8,-0.01
COL11A2,-0.01
AL354740.1,-0.01
AL096712.1,-0.01
DLK2,-0.01
GCLC,-0.01
AL590652.1,-0.01
KHDRBS2,-0.01
FKBP1C,-0.01
SMAP1,-0.01
GRIK2,-0.01
HDAC2.AS2,-0.01
MED23,-0.01
SLC18B1,-0.01
FILNC1,-0.01
AL603766.1,-0.01
ULBP3,-0.01
AL596202.1,-0.01
ZDHHC14,-0.01
TMEM184A,-0.01
C1GALT1,-0.01
AC006042.3,-0.01
AC004852.2,-0.01
AC004160.1,-0.01
HOXA10,-0.01
DDC,-0.01
MAGI2.AS3,-0.01
GRM3,-0.01
PCOLCE.AS1,-0.01
TFR2,-0.01
AC254629.1,-0.01
ORAI2,-0.01
AC007683.1,-0.01
MET,-0.01
KIAA1549,-0.01
BRAF,-0.01
TRBC1,-0.01
AC093673.2,-0.01
TRAPPC2,-0.01
SMPX,-0.01
DDX3X,-0.01
NDP,-0.01
DGKK,-0.01
GNL3L,-0.01
TCEAL3,-0.01
TBC1D8B,-0.01
BCORL1,-0.01
MAGEA4,-0.01
CYCSP45,-0.01
AF131215.4,-0.01
GATA4,-0.01
MSR1,-0.01
SLC7A2,-0.01
NUDT18,-0.01
TNFRSF10C,-0.01
AC107373.2,-0.01
PPP2R2A,-0.01
TACC1,-0.01
ASNSP1,-0.01
AC090152.1,-0.01
CLVS1,-0.01
LINC01414,-0.01
AC009879.4,-0.01
SGK3,-0.01
TRPA1,-0.01
AC022274.1,-0.01
AF117829.1,-0.01
AP001330.1,-0.01
OXR1,-0.01
ANGPT1,-0.01
AC025508.1,-0.01
RSPO2,-0.01
SYBU,-0.01
NDUFB9P3,-0.01
SLA,-0.01
CCN4,-0.01
AC110053.1,-0.01
LINC01300,-0.01
GRINA,-0.01
AL136979.1,-0.01
PTPRD.AS1,-0.01
AL353662.1,-0.01
AL353795.3,-0.01
UNC13B,-0.01
KLF9,-0.01
AL354733.3,-0.01
NAA35,-0.01
EIF4BP3,-0.01
TEX10,-0.01
SVEP1,-0.01
AC007066.1,-0.01
MIR181A2HG,-0.01
SCAI,-0.01
FXNP2,-0.01
SLC2A8,-0.01
AK8,-0.01
TSC1,-0.01
SURF4,-0.01
RF00017.77,-0.01
AP2A2,-0.01
BRSK2,-0.01
OR51B5,-0.01
AC026894.1,-0.01
CALCB,-0.01
AC009869.1,-0.01
SAA1,-0.01
AP006296.1,-0.01
IMMP1L,-0.01
CAT,-0.01
AC087521.4,-0.01
SLC35C1,-0.01
DDB2,-0.01
AC090559.2,-0.01
TNKS1BP1,-0.01
HIGD1AP10,-0.01
AP000944.2,-0.01
C1QBPP2,-0.01
STARD10,-0.01
P2RY2,-0.01
GRIA4,-0.01
SLN,-0.01
AP002433.1,-0.01
COLCA2,-0.01
PPIHP1,-0.01
AP000802.1,-0.01
AP003170.5,-0.01
AP003392.1,-0.01
AP003396.5,-0.01
FLI1,-0.01
UCMA,-0.01
SS18L2P1,-0.01
AC245041.2,-0.01
A1CF,-0.01
HK1,-0.01
VSIR,-0.01
RPS3AP5,-0.01
NPM1P25,-0.01
PAX2,-0.01
PDCD4,-0.01
ADRA2A,-0.01
AC022018.1,-0.01
HTRA1,-0.01
PRAP1,-0.01
AC007406.5,-0.01
RAD52,-0.01
SCNN1A,-0.01
AC006517.2,-0.01
KLRD1,-0.01
LINC01559,-0.01
ADAMTS20,-0.01
ADCY6,-0.01
KMT2D,-0.01
AC010173.1,-0.01
SLC39A5,-0.01
NDUFA4L2,-0.01
TRHDE,-0.01
AC090502.3,-0.01
AC011611.3,-0.01
AC018475.1,-0.01
ANO4,-0.01
SLC41A2,-0.01
LHX5,-0.01
LHX5.AS1,-0.01
RNFT2,-0.01
LINC02440,-0.01
AC125616.1,-0.01
RIMBP2,-0.01
GJB2,-0.01
CCDC169,-0.01
LINC00598,-0.01
ALG11,-0.01
AL590807.1,-0.01
LINC00456,-0.01
RAP2A,-0.01
PCCA,-0.01
LINC01309,-0.01
ARGLU1,-0.01
CDC16,-0.01
ADCY4,-0.01
AL049830.1,-0.01
HECTD1,-0.01
NKX2.1,-0.01
KLHL28,-0.01
PRPF39,-0.01
MGAT2,-0.01
RPL3P3,-0.01
JKAMP,-0.01
LINC01303,-0.01
SGPP1,-0.01
SUSD6,-0.01
FCF1,-0.01
AL162171.1,-0.01
AL049872.1,-0.01
ASB2,-0.01
GSKIP,-0.01
AL157871.3,-0.01
DIO3OS,-0.01
TNFAIP2,-0.01
MTA1,-0.01
AC044913.1,-0.01
AC114546.3,-0.01
AC116158.3,-0.01
SRP14.AS1,-0.01
AC011330.2,-0.01
SLC24A5,-0.01
GABPB1,-0.01
AC022087.1,-0.01
AC023906.1,-0.01
ONECUT1,-0.01
HERC1,-0.01
ITGA11,-0.01
DRAIC,-0.01
GRAMD2A,-0.01
C15orf39,-0.01
HAPLN3,-0.01
AC107954.1,-0.01
ANPEP,-0.01
H2AFVP1,-0.01
NR2F2.AS1,-0.01
AXIN1,-0.01
RAB11FIP3,-0.01
CAPN15,-0.01
CCDC78,-0.01
EME2,-0.01
CREBBP,-0.01
PAM16,-0.01
AC020663.3,-0.01
SEC14L5,-0.01
SOCS1,-0.01
BCAR4,-0.01
AC007216.3,-0.01
AC007216.2,-0.01
TMC7,-0.01
CLEC19A,-0.01
ACSM3,-0.01
POLR3E,-0.01
NPIPB5,-0.01
PRKCB,-0.01
RBBP6,-0.01
C16orf54,-0.01
GNAO1,-0.01
MT3,-0.01
SLC9A5,-0.01
EXOSC6,-0.01
AC009097.2,-0.01
AC002044.2,-0.01
AC027279.4,-0.01
AC009145.4,-0.01
AC092718.5,-0.01
KLHL36,-0.01
AC010531.2,-0.01
PAFAH1B1,-0.01
AC015799.1,-0.01
SHBG,-0.01
EIF1P5,-0.01
AC138207.7,-0.01
AC079915.1,-0.01
CCL2,-0.01
AC015911.4,-0.01
GAST,-0.01
FAM171A2,-0.01
LRRC37A2,-0.01
AC005670.3,-0.01
KPNB1,-0.01
COPZ2,-0.01
STXBP4,-0.01
AC006600.2,-0.01
AC005962.1,-0.01
TEX14,-0.01
PSMD12,-0.01
COG1,-0.01
AC064805.1,-0.01
FDXR,-0.01
TRIM65,-0.01
SYNGR2,-0.01
AC124283.1,-0.01
B3GNTL1,-0.01
ROCK1P1,-0.01
THOC1,-0.01
YES1,-0.01
AP005431.1,-0.01
LINC00526,-0.01
LINC00668,-0.01
AP001086.1,-0.01
ZNF519,-0.01
LRRC37A7P,-0.01
WBP11P1,-0.01
AC023043.1,-0.01
ST8SIA3,-0.01
TMEM74B,-0.01
SLC23A2,-0.01
KIZ,-0.01
AL109807.1,-0.01
CST5,-0.01
COX7BP2,-0.01
RPL27AP,-0.01
KCNK15.AS1,-0.01
SYS1,-0.01
TP53TG5,-0.01
WFDC2,-0.01
NFATC2,-0.01
AC004151.1,-0.01
DIRAS1,-0.01
EBI3,-0.01
AC005523.2,-0.01
NRTN,-0.01
SLC25A23,-0.01
TUBB4A,-0.01
AC011472.3,-0.01
ZNF69,-0.01
AC008569.2,-0.01
JAK3,-0.01
ZNF101,-0.01
AC124856.1,-0.01
AC025809.2,-0.01
LGI4,-0.01
PRODH2,-0.01
NCCRP1,-0.01
AC005176.1,-0.01
LGALS14,-0.01
CIC,-0.01
NOVA2,-0.01
SLC1A5,-0.01
MED25,-0.01
ERVV.1,-0.01
ZNF160,-0.01
ZNF525,-0.01
ZNF761,-0.01
ZNF805,-0.01
ZNF418,-0.01
ZSCAN18,-0.01
SLC25A18,-0.01
AC005005.4,-0.01
SLC5A4,-0.01
UQCRFS1P1,-0.01
RANGAP1,-0.01
TEF,-0.01
OLA1P1,-0.01
PNPLA5,-0.01
AL033543.1,-0.01
ARHGAP8,-0.01
WNT7B,-0.01
CXADR,-0.01
BTG3,-0.01
AP000563.1,-0.01
GART,-0.01
AP000692.1,-0.01
RPL34P26,-0.01
AC092378.1,-0.01
AL390719.2,-0.01
ACAP3,-0.01
HES2,-0.01
NOL9,-0.01
AL034417.2,-0.01
TBCAP2,-0.01
AL365209.1,-0.01
EPHA8,-0.01
XKR8,-0.01
NKAIN1,-0.01
RNF19B,-0.01
GUCA2A,-0.01
C1orf210,-0.01
RPS13P2,-0.01
LEPR,-0.01
AK5,-0.01
MTCO1P21,-0.01
VCAM1,-0.01
VAV3,-0.01
RBM15,-0.01
CTTNBP2NL,-0.01
VANGL1,-0.01
IGSF3,-0.01
HIST2H3PS2,-0.01
AC239803.1,-0.01
AC242988.2,-0.01
THEM4,-0.01
ATP1A4,-0.01
OLFML2B,-0.01
AL358115.1,-0.01
AL136984.1,-0.01
FMO1,-0.01
COP1,-0.01
C1orf220,-0.01
SMG7,-0.01
EDEM3,-0.01
RF00139,-0.01
KCNK2,-0.01
SLC30A10,-0.01
AL359704.1,-0.01
GNPAT,-0.01
AL590682.1,-0.01
HNRNPU,-0.01
APOB,-0.01
SELENOI,-0.01
LINC01320,-0.01
GALM,-0.01
STON1.GTF2A1L,-0.01
FANCL,-0.01
USP34,-0.01
